Source,Type,MemberOrganizations,Address1,Address2,City,State,ZIP,Phone,Website,Email,full_address,Latitude,Longitude
League of Historical Societies of NJ,Organization,Morris Plains Museum Association,NA,P.O. Box 231,Morris Plains,NJ,07950,973-683-1089,morrisplainsmuseum.com,NA,"NA, Morris Plains, NJ, 7950",40.8364845,-74.4781885
League of Historical Societies of NJ,Historical Society,Newark History Society,140 Cooper Avenue,NA,Montclair,NJ,07043,917-254-5028,newarkhistorysociety.org,NA,"140 Cooper Avenue, Montclair, NJ, 7043",40.8382255,-74.2010667
League of Historical Societies of NJ,Historical Society,Historical Society of West Caldwell,NA,P.O. Box 1701,West Caldwell,NJ,07006,973-364-0155,NA,rdouglas5@aol.com,"NA, West Caldwell, NJ, 7006",40.8409329,-74.3018154
League of Historical Societies of NJ,Cultural Site,Grover Cleveland Birthplace Memorial Assn,207 Bloomfield Ave.,P.O. Box 183,Caldwell,NJ,07006,973-226-0001,presidentcleveland.org,NA,"207 Bloomfield Ave., Caldwell, NJ, 7006",40.841061,-74.2786555
League of Historical Societies of NJ,Historical Society,Hackettstown Historical Society,106 Church Street,NA,Hackettstown,NJ,07840,908-852-8797,hackettstownhistory.com,NA,"106 Church Street, Hackettstown, NJ, 7840",40.8520574,-74.8281931
League of Historical Societies of NJ,Historical Society,Parsippany Historical & Preservation Society,NA,P.O. Box 6266,Parsippany,NJ,07054,201-572-8178,parsippanyhistoricalsociety.org,NA,"NA, Parsippany, NJ, 7054",40.8578772,-74.4259866
League of Historical Societies of NJ,Historical Society,Cedar Grove Historical Society,903 Pompton Avenue,P.O. Box 461,Cedar Grove,NJ,07009,973-239-5414,cedargrovehistoricalsociety.org,NA,"903 Pompton Avenue, Cedar Grove, NJ, 7009",40.8632892,-74.2323337
League of Historical Societies of NJ,Historical Society,Roxbury Township Historical Society,NA,PO Box 18,Succasunna,NJ,07876,973-347-1755,NA,junger@optonline.net,"NA, Succasunna, NJ, 7876",40.8684325,-74.6404382
League of Historical Societies of NJ,Historical Society,Canal Society of New Jersey,35 Waterview Blvd,Suite 103,Parsippany,NJ,07054,973-588-7440,canalsocietynj.org,NA,"35 Waterview Blvd, Parsippany, NJ, 7054",40.8753937,-74.4260999
League of Historical Societies of NJ,Cultural Site,Roxbury Historic Trust,209 Main Street,NA,Ledgewood,NJ,07852,973-927-7603,roxburynewjersey.com/trust.htm,roxburyhistorictrust@gmail.com,"209 Main Street, Ledgewood, NJ, 7852",40.8770382,-74.6501104
League of Historical Societies of NJ,Historical Society,Little Falls Historical Society,NA,PO Box 1083,Little Falls,NJ,07424,973-865-3040,www.littlefallshistory.org,NA,"NA, Little Falls, NJ, 7424",40.8813513,-74.228185
League of Historical Societies of NJ,"Cultural Site, Organization",Historic Committee of the Twp of Fairfield,96 Big Piece Road,NA,Fairfield,NJ,07004,973-356-5961,www.fairfieldtownshipnj.org,NA,"96 Big Piece Road, Fairfield, NJ, 7004",40.8820208,-74.3195578
League of Historical Societies of NJ,Historical Society,Dover Area Historical Society,55 West Blackwell Street,P.O. Box 609,Dover,NJ,07801,973-361-3525,dovernjhistory.org,NA,"55 West Blackwell Street, Dover, NJ, 7801",40.883996,-74.561177
League of Historical Societies of NJ,"Cultural Site, Organization",Mountain Lakes Historic Preservation Committee,400 Boulevard,NA,Mountain Lakes,NJ,07046,201-572-1774,mtnlakes.org,NA,"400 Boulevard, Mountain Lakes, NJ, 7046",40.887009,-74.450511
League of Historical Societies of NJ,Historical Society,Passaic County Historical Society,3 Valley Road,NA,Paterson,NJ,07503,973-247-0085,lambertcastle.org,NA,"3 Valley Road, Paterson, NJ, 7503",40.9005131,-74.1689638
League of Historical Societies of NJ,Historical Society,Boonton Historical Society & Museum,210 Main Street,NA,Boonton,NJ,07005,973-402-8840,NA,boontonhistory@boonton.org,"210 Main Street, Boonton, NJ, 7005",40.9029192,-74.4078753
League of Historical Societies of NJ,Historical Society,Bergen County Historical Society,1201 Main St,P.O. Box 55,River Edge,NJ,07661,201-343-9492,bergencountyhistory.org,NA,"1201 Main St, River Edge, NJ, 7661",40.912784,-74.032446
League of Historical Societies of NJ,Museum,Paterson Museum,2 Market Street,NA,Paterson,NJ,07501,973-321-1260,patersonmuseumfoundation.com,NA,"2 Market Street, Paterson, NJ, 7501",40.913667,-74.17912
League of Historical Societies of NJ,Historical Society,Montville Township Historical Society,NA,P.O. Box 519,Montville,NJ,07045,973-394-0554,montvillehistoricalsociety.org,NA,"NA, Montville, NJ, 7045",40.9148209,-74.383763
League of Historical Societies of NJ,Museum,Dey Mansion Museum,199 Totowa Road,NA,Wayne,NJ,07470,973-696-1776,passaiccountynj.org/facilities/facility/details/25,joanmc@passaiccounty.org,"199 Totowa Road, Wayne, NJ, 7470",40.9156535,-74.2330489
League of Historical Societies of NJ,Historical Society,Middletown Township Historical Society,NA,P.O. Box 180,Middletown,NJ,07748,NA,facebook.com/middletownhistory,middletownhistory@gmail.com,"NA, Middletown, NJ, 7748",40.9159321,-74.51349
League of Historical Societies of NJ,Museum,American Labor Museum Botto House,83 Norwood Street,NA,Haledon,NJ,07508,973-595-7953,labormuseum.net, labormuseum@aol.com,"83 Norwood Street, Haledon, NJ, 7508",40.9349042,-74.1883224
League of Historical Societies of NJ,Historical Society,Historical Society of Boonton Township,"591 Powerville Road
",P.O. Box 362,Boonton,NJ,07005,973-627-2430,historicalsocietyofboontontownship.org,NA,"591 Powerville Road
, Boonton, NJ, 7005",40.9520111,-74.4097462
League of Historical Societies of NJ,Historical Society,Green Township Historical Society,NA,P.O. Box 203,Tranquility,NJ,07879,973-670-8250,freewebs.com/greentwphistoricalsociety,rmsgreendell@gmail.com,"NA, Tranquility, NJ, 7879",40.9562091,-74.8085
League of Historical Societies of NJ,Historical Society,Pequannock Township Historical Society,NA,P.O. Box 242,Pompton Plains,NJ,07444,862-666-9784,pequannockhistory.org,NA,"NA, Pompton Plains, NJ, 7444",40.9681536,-74.2957043
League of Historical Societies of NJ,"Cultural Site, Organization",Lackawanna Cutoff Historical Committee,NA,P.O. Box 326,Greendell,NJ,07839,201-554-7036,NA,dlwcutoff@gmail.com,"NA, Greendell, NJ, 7839",40.9739867,-74.8210006
League of Historical Societies of NJ,Organization,Wayne Historical Commission,533 Berdan Avenue,NA,Wayne,NJ,07470,973-694-7192,NA,dalessand@waynetonship.com,"533 Berdan Avenue, Wayne, NJ, 7470",40.9778847,-74.2428068
League of Historical Societies of NJ,Historical Society,Ridgewood Historical Society,650 East Glen Avenue,NA,Ridgewood,NJ,07450,201-445-1902,ridgewoodhistoricalsociety.org,NA,"650 East Glen Avenue, Ridgewood, NJ, 7450",40.985915,-74.094319
League of Historical Societies of NJ,Cultural Site,Northwest Bergen Hist. Coalition,302 Kensington Drive,NA,Ridgewood,NJ,07450,201-652-7354,NA,smbrogan@aol.com,"302 Kensington Drive, Ridgewood, NJ, 7450",40.9918601,-74.1048611
League of Historical Societies of NJ,"Museum, Organization",Butler Museum & Historical Committee,One Ace Road,NA,Butler,NJ,07405,973-838-7222,butlermuseumnj.org,NA,"One Ace Road, Butler, NJ, 7405",41.0039271,-74.3439756
League of Historical Societies of NJ,Cultural Site,Hermitage,335 North Franklin Turnpike,NA,Ho-Ho-Kus,NJ,07423,201-445-8311,https://www.hermitage.org,NA,"335 North Franklin Turnpike, Ho-Ho-Kus, NJ, 7423",41.0071284,-74.116627
League of Historical Societies of NJ,Historical Society,Wyckoff Historical Society,NA,P.O. Box 73,Wyckoff,NJ,07481,973-975-5207,wyckoffhistory.org,NA,"NA, Wyckoff, NJ, 7481",41.0095417,-74.1729222
League of Historical Societies of NJ,Cultural Site,Van Voorhees-Quackenbush-Zabriskie House,421 Franklin Avenue,NA,Wyckoff,NJ,07481,201-891-9185,NA,NA,"421 Franklin Avenue, Wyckoff, NJ, 7481",41.009969,-74.1749857
League of Historical Societies of NJ,Historical Society,Oakland Historical Society,NA,P.O. Box 296,Oakland,NJ,07436,201-337-9652,oaklandhistoricalsociety.org,NA,"NA, Oakland, NJ, 7436",41.0220483,-74.2430988
League of Historical Societies of NJ,"Cultural Site, Organization",Lake Mohawk Historic Committee,21 The Boardwalk,NA,Sparta,NJ,07871,973-214-6234,NA,lakemohawkhc@gmail.com,"21 The Boardwalk, Sparta, NJ, 7871",41.0321211,-74.6420777
League of Historical Societies of NJ,Historical Society,Historical Society of Stillwater Township,NA,P.O. Box 238,Stillwater,NJ,07875,973-723-4961,https://www.historicstillwater.org,NA,"NA, Stillwater, NJ, 7875",41.0359303,-74.878225
League of Historical Societies of NJ,Historical Society,Pascack Historical Society,NA,P.O. Box 85,Park Ridge,NJ,07656,201-573-0307,pascackhistoricalsociety.org,NA,"NA, Park Ridge, NJ, 7656",41.0375969,-74.0406956
League of Historical Societies of NJ,Historical Society,Upper Saddle River Historical Society,245 Lake Street,NA,Upper Saddle River,NJ,07458,201-327-6470,usrhistoricalsociety.org,NA,"245 Lake Street, Upper Saddle River, NJ, 7458",41.0595574,-74.0940625
League of Historical Societies of NJ,Historical Society,Sparta Historical Society,336 Main Street,P.O. Box 312,Sparta,NJ,07871,973-726-0883,https://www.vankirkmuseum.org/sparta-historical-society.htm,spartahistoricalsocnj@gmail.com,"336 Main Street, Sparta, NJ, 7871",41.0605835,-74.6045186
League of Historical Societies of NJ,Cultural Site,Bergen County American Revolution Round Table,NA,P.O. Box 1376,Nyack,NY,10960,845-661-1300,NA,rxmem@yahoo.com,"NA, Nyack, NY, 10960",41.091121,-73.9196794
League of Historical Societies of NJ,Museum,Mahwah Museum,201 Franklin Turnpike,NA,Mahwah,NJ,07430,201-512-0099,mahwahmuseum.org,NA,"201 Franklin Turnpike, Mahwah, NJ, 7430",41.093887,-74.144901
League of Historical Societies of NJ,Historical Society,Hardyston Historical & Heritage Society,7 Red Oak Drive,NA,Hardyston,NJ,07419,973-769-2361,NA,billt1425@gmail.com,"7 Red Oak Drive, Hardyston, NJ, 7419",41.1565394,-74.5560859
League of Historical Societies of NJ,Organization,Heritage & Agricultural Association (Lusscroft),NA,P.O. Box 7191,Sussex,NJ,07461,973-288-2760,lusscroftfarm.org,NA,"NA, Sussex, NJ, 7461",41.2098177,-74.6076614
League of Historical Societies of NJ,Cultural Site,Col. Henry Ryerson Civil War Round Table,NA,P. O. Box 161,Layton,NJ,07851,973-948-4724,https://www.ryersoncwrt.org/,NA,"NA, Layton, NJ, 7851",41.2162062,-74.8229451
League of Historical Societies of NJ,Historical Society,Walpack Historical Society,NA,P.O. Box 212,Layton,NJ,07851,973-948-5630,NA,campshapanack@yahoo.com,"NA, Layton, NJ, 7851",41.2162062,-74.8229451
League of Historical Societies of NJ,"Presevation, Organization",Friends of High Point State Park,1480 NJ-23,P.O. Box 817,Sussex,NJ,07461,973-347-4722,friendsofhighpointstatepark.org,NA,"1480 NJ-23, Sussex, NJ, 7461",41.3072697,-74.6716454
Stockton SJCHC Historical Societies & Museums,Education,Underground Railroad Educational Center,194 Livingston Ave,NA,Albany,NY,12210,NA,Home - Underground Railroad Education Center,NA,"194 Livingston Ave, Albany, NY, 12210",42.6610766,-73.7544494
Curated using Google,"Lighthouse, Organization",Delaware Bay Lighthouse Keepers Association,7th St and Beach Ave,NA,Cape May,NJ,08204,NA,NA,NA,"7th St and Beach Ave, Cape May, NJ, 08204",38.930382999999999,-74.915842
Curated using Google,Lighthouse,Cape May Lighthouse,215 Lighthouse Ave,NA,Cape May Point,NJ,08212,NA,NA,NA,"215 Lighthouse Ave, Cape May Point, NJ, 08212",38.937600000000003,-74.9605
Curated using Google,"Lighthouse, Organization",Friends of the Cape May Lighthouse,215 Lighthouse Ave,NA,Cape May Point,NJ,08212,NA,NA,NA,"215 Lighthouse Ave, Cape May Point, NJ, 08212",38.937600000000003,-74.9605
League of Historical Societies of NJ,Cultural Site,Historic Cold Spring Village,720 Route 9,NA,Cape May,NJ,08204,609-898-2300,hcsv.org,NA,"720 Route 9, Cape May, NJ, 8204",38.964300000000001,-74.902
Curated using Google,Historical Society,Delaware Bay Lighthouse Keepers & Friends Association,209 Fourth Ave,NA,Villas,NJ,08251,NA,NA,NA,"209 Fourth Ave, Villas, NJ, 08251",38.992600000000003,-74.937
League of Historical Societies of NJ,Cultural Site,Naval Air Station Wildwood (S),500 Forrestal Road,NA,Rio Grande,NJ,08242,609-886-8787,usnasw.org,NA,"500 Forrestal Road, Rio Grande, NJ, 8242",39.009852000000002,-74.904096
Curated using Google,Museum,Museum of Colonial New Jersey,215 Main St,NA,Stone Harbor,NJ,08247,NA,NA,NA,"215 Main St, Stone Harbor, NJ, 08247",39.050699999999999,-74.7596
League of Historical Societies of NJ,"Historical Society, Genealogy",Cape May County. Historical & Gen. Society,504 Route 9 North,NA,Cape May Court House,NJ,08210,609-465-3535,cmcmuseum.org,NA,"504 Route 9 North, Cape May Court House, NJ, 8210",39.090600000000002,-74.8207
Curated using Google,Organization,Leaming's Run Gardens,1845 Route 9,NA,Swainton,NJ,08210,NA,NA,NA,"1845 Route 9, Swainton, NJ, 08210",39.123399999999997,-74.8056
Curated using Google,Historical Society,Upper Township Historical Society,119 Route 50,NA,Seaville,NJ,08230,NA,NA,NA,"119 Route 50, Seaville, NJ, 08230",39.226168000000001,-74.695486
Curated using Google,Historical Society,Millville Army Airfield Museum,1 Leddon St,NA,Millville,NJ,08332,NA,NA,NA,"1 Leddon St, Millville, NJ, 08332",39.402099999999997,-75.0393
Curated using Google,Historical Society,Township of Weymouth Historical Society,1201 1st Ave,NA,Dorothy,NJ,08317,NA,NA,NA,"1201 1st Ave, Dorothy, NJ, 08317",39.459158000000002,-74.788852
Curated using Google,Historical Society,Mullica Township Historical Society,2 N Clifton Ave,NA,Egg Harbor City,NJ,08215,NA,NA,NA,"2 N Clifton Ave, Egg Harbor City, NJ, 08215",39.528500000000001,-74.341
Stockton SJCHC Historical Societies & Museums,Museum,New Jersey Maritime Museum,Dock Rd. and West Ave,NA,Beach Haven,NJ,08008,609 492 0202,https://njmaritimemuseum.org/,NA,"Dock Rd. and West Ave, Beach Haven, NJ, 8008",39.558855999999999,-74.255518
Curated using Google,Organization,Piney Hollow Heritage Society,210 E Vine St,NA,Williamstown,NJ,08094,NA,NA,NA,"210 E Vine St, Williamstown, NJ, 08094",39.683427999999999,-74.999233
Curated using Google,Historical Society,Historical Society of Winslow Township,9 Cedar Brook Rd,NA,Sicklerville,NJ,08081,NA,NA,NA,"9 Cedar Brook Rd, Sicklerville, NJ, 08081",39.712054999999999,-74.925364
Curated using Google,Historical Society,Washington Township Historical Society,6 Fairview Ave,NA,Sewell,NJ,08080,NA,NA,NA,"6 Fairview Ave, Sewell, NJ, 08080",39.766492999999997,-75.129949
League of Historical Societies of NJ,Historical Society,Waretown Historical Society,182 Wells Mill Rd,P.O. Box 138,Waretown,NJ,08758,609-693-5666,NA,adele170@aol.com,"182 Wells Mill Rd, Waretown, NJ, 8758",39.791572000000002,-74.197978
League of Historical Societies of NJ,Historical Society,Haddon Heights Historical Society,343 Kings Hwy E,P.O. Box 118,Haddon Heights,NJ,08035,856-546-5065,hhhistorical.org,NA,"343 Kings Hwy E, Haddon Heights, NJ, 8035",39.878245999999997,-75.062506
Curated using Google,Bookstore,The Book Rack,2906 Route 73 North,NA,Maple Shade,NJ,08052,NA,NA,NA,"2906 Route 73 North, Maple Shade, NJ, 08052",39.949883999999997,-74.992663
Curated using Google,Bookstore,Bookmarked,108 Lacey Rd Suite 29,NA,Whiting,NJ,08759,NA,NA,NA,"108 Lacey Rd Suite 29, Whiting, NJ, 08759",39.954935999999996,-74.370161
Stockton SJCHC Historical Cultural Sites,Museum,Whitesbog Village,120 W. Whites Bog Road #34,NA,"Browns Mills
",NJ,08015,609.893.4646,http://www.whitesbog.org/,whitesbogpreservationtrust@gmail.com,"120 W. Whites Bog Road #34, Browns Mills
, NJ, 8015",39.964863999999999,-74.507633
Curated using Google,Historical Society,Pennsauken Historical Society,6700 Delair Rd,NA,Pennsauken Township,NJ,08110,NA,NA,NA,"6700 Delair Rd, Pennsauken Township, NJ, 08110",39.986249000000001,-75.063371
Curated using Google,Museum,Ocean County Cultural and Heritage Commission,721 Ridgeway St,NA,Toms River,NJ,08753,NA,NA,NA,"721 Ridgeway St, Toms River, NJ, 08753",40.001080999999999,-74.243287
Curated using Google,Historical Society,Navy Lakehurst Historical Society,546 Route 547,NA,Lakehurst,NJ,08733,NA,NA,NA,"546 Route 547, Lakehurst, NJ, 08733",40.032648999999999,-74.331296
Curated using Google,Historical Society,Brick Township Historical Society/Havens Homestead,610 Herman Rd,NA,Brick,NJ,08724,NA,NA,NA,"610 Herman Rd, Brick, NJ, 08724",40.055711000000002,-74.138186
Curated using Google,Bookstore,Asbury Book Cooperative,916 River Ave #1,NA,Lakewood,NJ,08701,NA,NA,NA,"916 River Ave #1, Lakewood, NJ, 08701",40.094850999999998,-74.214491
Curated using Google,Bookstore,Z Berman Books - Chateau Plaza,916 River Ave #1,NA,Lakewood,NJ,08701,NA,NA,NA,"916 River Ave #1, Lakewood, NJ, 08701",40.094850999999998,-74.214491
Curated using Google,Historical Society,Howell Living History Farm,70 Woodens Ln,NA,Lambertville,NJ,08530,NA,NA,NA,"70 Woodens Ln, Lambertville, NJ, 08530",40.365600000000001,-74.8953
League of Historical Societies of NJ,Historical Society,North Jersey Highlands Historical Society,NA,P.O. Box 248,Ringwood,NJ,07456,973-839-2389,northjerseyhistory.org,NA,"NA, Ringwood, NJ, 7456",41.113428999999996,-74.2454254
Stockton SJCHC Historical Societies & Museums,Cultural Site,Collins-Jones House,E Broad St & York St,NA,Burlington,NJ,08016,NA,http://burlington1677.blogspot.com/2011/09/collins-jones-house.html,NA,"E Broad St & York St, Burlington, NJ, 8016",NA,NA
League of Historical Societies of NJ,Historical Society,Jefferson Township Historical Society,(N)315 Dover-Milton Road,NA,Oak Ridge,NJ,07438,973-697-0258,jthistoricalsociety.org,NA,"(N)315 Dover-Milton Road, Oak Ridge, NJ, 7438",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Bergen County Division of Culture & Heritage,1 Bergen Co. Plaza,NA,Hackensack,NJ,07601,201-336-7267,NA,jstrom@co.bergen.nj.us,"1 Bergen Co. Plaza, Hackensack, NJ, 7601",NA,NA
League of Historical Societies of NJ,Historical Society,Frelinghuysen Historical Society,10 Old Stage Road,NA,Newton,NJ,07860,908-362-6800,NA,oldstage@verizon.net,"10 Old Stage Road, Newton, NJ, 7860",NA,NA
Curated using Google,Historical Society,Riverside Historical Society,10 Zurbrugg Way,NA,Riverside,NJ,08075,NA,NA,NA,"10 Zurbrugg Way, Riverside, NJ, 08075",NA,NA
League of Historical Societies of NJ,Museum,Roebling Museum,100 2nd Avenue,P.O. Box 9,Roebling,NJ,08554,609-499-7200,roeblingmuseum.org,NA,"100 2nd Avenue, Roebling, NJ, 8554",NA,NA
League of Historical Societies of NJ,Historical Society,Historical Society of South Amboy,100 Harold Hoffman Plaza,NA,South Amboy,NJ,08879,732-991-6185,hsofsouthamboy.wix.com/HSSA,historicalsocietyofsouthamboy@gmail.com,"100 Harold Hoffman Plaza, South Amboy, NJ, 8879",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Friends of Howell Farm,101 Hunter Road,NA,Titusville,NJ,08560,609-737-3299,howellfarm.org,NA,"101 Hunter Road, Titusville, NJ, 8560",NA,NA
League of Historical Societies of NJ,Museum,John F. Peto Studio Museum,102 Cedar Avenue,P.O. Box 1022,Island Heights,NJ,08732,732-929-4949,petomuseum.org,rgsalva@petomuseum.org,"102 Cedar Avenue, Island Heights, NJ, 8732",NA,NA
League of Historical Societies of NJ,Organization,New Jersey State Organization of Questers,109 Ridgeway Drive,NA,Bordentown,NJ,08505,609-529-5925,NA,nancycall@gmail.com,"109 Ridgeway Drive, Bordentown, NJ, 8505",NA,NA
League of Historical Societies of NJ,Organization,Chinkchewunska Chapter D.A.R.,1097 Route 23 North,NA,Wantage,NJ,07461,973-875-7634,rootsweb.ancestry.com/~njdar/Chinkchewunska/chapter.html,ashelyziccardi@gmail.com,"1097 Route 23 North, Wantage, NJ, 7461",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Discover Central NJ,1135 Canal Road,NA,Princeton,NJ,08540,908-227-5581,NA,info@discovercentralnj.com,"1135 Canal Road, Princeton, NJ, 8540",NA,NA
League of Historical Societies of NJ,Historical Society,Union County Historical Society,116 East Fourth Avenue,NA,Roselle,NJ,07203,908-245-9010,unioncountyhistoricalsocietynj.org,NA,"116 East Fourth Avenue, Roselle, NJ, 7203",NA,NA
League of Historical Societies of NJ,Organization,Union Forge Heritage Association,117 Van Syckles Road,NA,Hampton,NJ,08827,NA,NA,UFHANJ@hotmail.com,"117 Van Syckles Road, Hampton, NJ, 8827",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Ocean County Cultural and Heritage Commission,1198 Brandon Road,NA,Toms River,NJ,08753,732-929-4779,http://www.ocean.nj.us/museums/index.htm,culturalheritage@co.ocean.nj.us,"1198 Brandon Road, Toms River, NJ, 8753",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Manalapan Twp Historical Committee,120 Route 522,NA,Manalapan,NJ,07726,732-446-8308,NA,mhc@mtnj.org,"120 Route 522, Manalapan, NJ, 7726",NA,NA
League of Historical Societies of NJ,Organization,Whitesbog Preservation Trust,120 West Whites Bogs Road #34,NA,Browns Mills,NJ,08015,609-893-4646,whitesbog.org,NA,"120 West Whites Bogs Road #34, Browns Mills, NJ, 8015",NA,NA
League of Historical Societies of NJ,Archives,Monmouth County Archives,125 Symmes Drive,NA,Manalapan,NJ,07726,732-308-3771,visitmonmouth.com/archives,gsaretzk@co.monmouth.nj.us,"125 Symmes Drive, Manalapan, NJ, 7726",NA,NA
League of Historical Societies of NJ,Historical Society,New Jersey Postal History Society,125 Turtleback Road,NA,Califon,NJ,07830,908-832-9578,njpostalhistory.org,NA,"125 Turtleback Road, Califon, NJ, 7830",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Sussex County Arts & Heritage Council,133 Spring Street,NA,Newton,NJ,07860,973-383-0027,scahc.org,NA,"133 Spring Street, Newton, NJ, 7860",NA,NA
League of Historical Societies of NJ,"Museum, Organization",Mountainside Restoration Committee,1385 Route 22 East,NA,Mountainside,NJ,07092,908-789-9420,mountainsidehistory.org,NA,"1385 Route 22 East, Mountainside, NJ, 7092",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Friends of Monmouth Battlefield,16 Highway 33-BR,P.O. Box 122,Manalapan,NJ,07726,609-448-6355,friendsofmonmouth.org,NA,"16 Highway 33-BR, Manalapan, NJ, 7726",NA,NA
League of Historical Societies of NJ,Museum,Holcombe-Jimison Farmstead Museum,1605 Daniel Bray Highway,NA,Lambertville,NJ,08530,908-788-5885,holcombe-jimison.org,NA,"1605 Daniel Bray Highway, Lambertville, NJ, 8530",NA,NA
League of Historical Societies of NJ,Historical Society,Jewish Historical Society of North Jersey,17-10 River Road Suite 3A,NA,Fair Lawn,NJ,07410,201-300-6590,https://jhsnj.wordpress.com,NA,"17-10 River Road Suite 3A, Fair Lawn, NJ, 7410",NA,NA
Stockton SJCHC Historical Societies & Museums,Museum,NJ Museum of Boating,1800 Bay Ave building 13,NA,Point Pleasant Beach,NJ,08742,NA,http://www.njmb.org/,NA,"1800 Bay Ave building 13, Point Pleasant Beach, NJ, 8742",NA,NA
League of Historical Societies of NJ,Historical Society,Pohatcong History & Heritage Society,20 Municipal Drive,NA,Phillipsburg,NJ,08865,908-387-1493,pohatconghistory.com,NA,"20 Municipal Drive, Phillipsburg, NJ, 8865",NA,NA
League of Historical Societies of NJ,Historical Society,Waterford Township Historical Society Inc.,2294 Linden Avenue,P.O. Box 344,Atco,NJ,08004,856-768-1486,NA,TLC29us@yahoo.com,"2294 Linden Avenue, Atco, NJ, 8004",NA,NA
League of Historical Societies of NJ,Museum,Stickley Museum at Craftsman Farms,2352 Route 10 West,NA,Morris Plains,NJ,07950,973-540-0311,stickleymuseum.org,NA,"2352 Route 10 West, Morris Plains, NJ, 7950",NA,NA
League of Historical Societies of NJ,Cultural Site,North Jersey Civil War Round Table,3 Cambridge Road,NA,Morris Plains,NJ,07950,973-267-9075,NA,NJCivilWarRTt@aol.com,"3 Cambridge Road, Morris Plains, NJ, 7950",NA,NA
League of Historical Societies of NJ,Historical Society,Harmony Township Historical Society,3026 Belvidere Road,P.O. Box 123,Belvidere,NJ,08865,908-213-1600,HoffVannattaFarm.org,historicalcomm@aol.com,"3026 Belvidere Road, Belvidere, NJ, 8865",NA,NA
League of Historical Societies of NJ,Museum,Endicott Reardon Family Museum,3036 Shore Road (Route 9),NA,Seaville,NJ,08230,609-624-0600,ermuseum.com,NA,"3036 Shore Road (Route 9), Seaville, NJ, 8230",NA,NA
League of Historical Societies of NJ,Museum,Jewish Heritage Museum of Monmouth County,310 Mounts Corner Drive,NA,NA,NJ,NA,732-252-6990,NA,jhmomc@optonline.net,"310 Mounts Corner Drive, NJ",NA,NA
League of Historical Societies of NJ,Historical Society,Monroe Township Historical Society,313 South Main Street,NA,Montague,NJ,07827,856-875-2943,montaguehistory.org,NA,"313 South Main Street, Montague, NJ, 7827",NA,NA
Stockton SJCHC Historical Cultural Sites,Cultural Site,Walt Whitman House,328 Mickle Boulevard/Martin Luther King Jr.Blvd,NA,Camden,NJ,08103,856-964-5383,http://www.njparksandforests.org/historic/whitman/index.html,NA,"328 Mickle Boulevard/Martin Luther King Jr.Blvd, Camden, NJ, 8103",NA,NA
League of Historical Societies of NJ,Historical Society,Tuckerton Historical Society,35 Leitz Blvd. & Wisteria Lane,P.O. Box 43,Tuckerton,NJ,08087,856-294-1547,http://www.tuckertonhistoricalsociety.org/,NA,"35 Leitz Blvd. & Wisteria Lane, Tuckerton, NJ, 8087",NA,NA
League of Historical Societies of NJ,Historical Society,Sussex-Wantage Historical Society,37 Main Street,P.O. Box 212,Sussex,NJ,07461,973-864-7852,www.swhistoric.org,NA,"37 Main Street, Sussex, NJ, 7461",NA,NA
League of Historical Societies of NJ,Cultural Site,Frazee House,401 Fairview Avenue,Apt. 205,Colonia,NJ,07067,732-423-1042,NA,jastrunk1@gmail.com,"401 Fairview Avenue, Colonia, NJ, 7067",NA,NA
League of Historical Societies of NJ,Historical Society,Madison-Old Bridge Township Historical Society,4216 Route 516,NA,Matawan,NJ,07747,732-566-2108,thomas-warne-museum.com,NA,"4216 Route 516, Matawan, NJ, 7747",NA,NA
League of Historical Societies of NJ,Cultural Site,Allaire Village,4263 Atlantic Avenue,P.O. Box 220,Farmingdale,NJ,07727,732-919-3500,allairevillage.org,info@allairevillage.org,"4263 Atlantic Avenue, Farmingdale, NJ, 7727",NA,NA
Stockton SJCHC Historical Societies & Museums,Cultural Site,Bard-How House,453 High Street,NA,Burlington,NJ,08016,NA,http://burlington1677.blogspot.com/2011/09/bard-how-house.html,NA,"453 High Street, Burlington, NJ, 8016",NA,NA
Stockton SJCHC Historical Societies & Museums,Cultural Site,James Fenimore Cooper House,457 High St,NA,Burlington,NJ,08016,NA,http://burlington1677.blogspot.com/2011/09/james-fenimore-cooper-house.html,NA,"457 High St, Burlington, NJ, 8016",NA,NA
Stockton SJCHC Historical Societies & Museums,Cultural Site,Captain James Lawrence House,459 High Street,NA,Burlington,NJ,08016,NA,http://burlington1677.blogspot.com/2011/09/james-lawrence-house.html,NA,"459 High Street, Burlington, NJ, 8016",NA,NA
League of Historical Societies of NJ,Cultural Site,United Daughters of  Confederacy,4660 St. Elizabeth Terrace,NA,Vero Beach,FL,32967,908-930-6491,Isaac W. K. Handy Chapter 2658,sallie.debarcza@gmail.com,"4660 St. Elizabeth Terrace, Vero Beach, FL, 32967",NA,NA
